[Log] stdout/stderr -> logs\20260603_141704\main_tracking_v9_20260603_141704.log
[FieldLog] enabled: C:\Users\cv1124\dym\gimbal\logs\20260603_141704
[Config] DEVICE_HEADING_DEG=180.00 (map north=0, east=90, south=180)
[Config] UI_REAL_LASER_ONLY=True
[GPS] Thread started, periodic UI updates enabled on COM12@115200, fix_timeout=5s, ui_interval=10.0s
[Init] Connecting to Gimbal at COM14...
[GT06Z] Driver Ready on COM14.
[Adapter] GT06Z 云台已连接: COM14
[GPS] GGA fix_quality=1, num_sats=19, hdop=0.7, lat=30.408095887833333, lon=104.08865681266667
[LaserThread] 激光读取线程已启动
[Init] Real laser enabled on COM13
[Init] UI distance priority: laser -> mono; UDP distance disabled
[Laser] start_measurement mode=continuous
[Init] Queue gimbal initial posture: Az=59.30°, El=0.00°
[GimbalThread] 控制线程已启动
[Net] Listening RK3588 on 8888...
=== System V9.0 (Predictive Tracking & Scheduling) Running ===
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=, meas=0, tracks=0, valid=0, master=None
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.34s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.35s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.35s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.35s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.35s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.35s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.36s, meas=1, tracks=1, valid=0, master=None
[GPS] GGA fix_quality=1, num_sats=19, hdop=0.8, lat=30.40808765, lon=104.08864807316667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.36s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.36s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.36s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.88s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.88s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.88s, meas=1, tracks=1, valid=0, master=None
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.31s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.32s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.16s, meas=1, tracks=2, valid=0, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.16s, meas=1, tracks=2, valid=0, master=1
[GPS] GGA fix_quality=1, num_sats=24, hdop=0.6, lat=30.408086369, lon=104.08864926566666
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.22s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.68s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.69s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.69s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.69s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.69s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.69s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.70s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.70s, meas=1, tracks=2, valid=1, master=1
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.30s, meas=1, tracks=1, valid=1, master=1
[GPS] GGA fix_quality=1, num_sats=23, hdop=0.6, lat=30.408085453666665, lon=104.08865250166667
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.30s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.30s, meas=1, tracks=1, valid=1, master=1
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.45s, meas=1, tracks=2, valid=0, master=1
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.38s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.38s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.25s, meas=1, tracks=3, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.26s, meas=1, tracks=3, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.26s, meas=1, tracks=3, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.26s, meas=1, tracks=3, valid=0, master=3
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.12s, meas=1, tracks=3, valid=1, master=3
[GPS] GGA fix_quality=1, num_sats=20, hdop=0.7, lat=30.408088756833333, lon=104.088642089
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.21s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.21s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.21s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.21s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.21s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.22s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.22s, meas=1, tracks=2, valid=1, master=3
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.54s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.54s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.55s, meas=1, tracks=2, valid=0, master=3
[GPS] GGA fix_quality=1, num_sats=19, hdop=0.7, lat=30.40808803133333, lon=104.0886455765
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.55s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.55s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.55s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.56s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.56s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=8.56s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=9.56s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=10.57s, meas=1, tracks=2, valid=0, master=3
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.31s, meas=1, tracks=1, valid=0, master=3
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.33s, meas=1, tracks=1, valid=1, master=6
[GPS] GGA fix_quality=1, num_sats=19, hdop=0.7, lat=30.4080863385, lon=104.08864685533334
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.33s, meas=1, tracks=1, valid=1, master=6
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.33s, meas=1, tracks=1, valid=1, master=6
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.33s, meas=1, tracks=1, valid=1, master=6
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.11s, meas=1, tracks=2, valid=0, master=6
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.07s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.36s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.24s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.12s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.35s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.19s, meas=1, tracks=2, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=20, hdop=0.7, lat=30.40808440283333, lon=104.08864473483334
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.04s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.07s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.19s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.13s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.23s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.23s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.20s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=20, hdop=0.7, lat=30.408081854666666, lon=104.08864346883334
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.13s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.12s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.00s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.10s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.01s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.09s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.20s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.05s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=20, hdop=0.7, lat=30.408081229, lon=104.088641251
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.14s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.44s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.03s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=9.0/s, objs=10.9/s, last_udp=0.05s, meas=2, tracks=3, valid=2, master=7
[LIVE] udp=7.0/s, objs=7.0/s, last_udp=0.08s, meas=2, tracks=4, valid=2, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.25s, meas=1, tracks=4, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.14s, meas=1, tracks=4, valid=1, master=7
[LIVE] udp=7.0/s, objs=7.0/s, last_udp=0.03s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.05s, meas=2, tracks=5, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=20, hdop=0.7, lat=30.408082476833332, lon=104.08864059016666
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.05s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.21s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.23s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.09s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.12s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.39s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.04s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.01s, meas=1, tracks=5, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.29s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.09s, meas=1, tracks=2, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=21, hdop=0.7, lat=30.408082711833334, lon=104.08863914683333
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.04s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.35s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.85s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.86s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.86s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.86s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.86s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.44s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=21, hdop=0.7, lat=30.408083060166668, lon=104.0886386425
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.94s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.10s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.10s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.08s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.24s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.67s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.29s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.15s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=19, hdop=0.7, lat=30.408083506666667, lon=104.08863813433334
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.20s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.33s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.19s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.07s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.01s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.29s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.19s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.18s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=22, hdop=0.7, lat=30.408083172, lon=104.08863924633333
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.26s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.08s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.15s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.44s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.05s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.21s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=22, hdop=0.7, lat=30.408087723833333, lon=104.08863577433333
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=1.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=2.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=3.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=4.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=5.21s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=6.22s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=0.0/s, objs=0.0/s, last_udp=7.22s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.01s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.09s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.59s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=22, hdop=0.7, lat=30.4080881805, lon=104.08863599733333
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.10s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.55s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=2.0/s, objs=2.0/s, last_udp=0.13s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.06s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.12s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.03s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.06s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=3.0/s, objs=3.0/s, last_udp=0.16s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.24s, meas=1, tracks=1, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=24, hdop=0.6, lat=30.408088208666666, lon=104.08863394383333
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.01s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.01s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.18s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.14s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=7.0/s, objs=7.0/s, last_udp=0.04s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.11s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.06s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=8.0/s, objs=8.0/s, last_udp=0.01s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.03s, meas=1, tracks=2, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=24, hdop=0.6, lat=30.408087200833332, lon=104.08863162766667
[LIVE] udp=6.0/s, objs=6.0/s, last_udp=0.05s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.06s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.18s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.03s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.91s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=1.0/s, objs=1.0/s, last_udp=0.28s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.21s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=4.0/s, objs=4.0/s, last_udp=0.09s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.04s, meas=1, tracks=2, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.06s, meas=1, tracks=2, valid=1, master=7
[GPS] GGA fix_quality=1, num_sats=24, hdop=0.6, lat=30.40808603283333, lon=104.08863320983333
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.08s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.02s, meas=1, tracks=1, valid=1, master=7
[LIVE] udp=5.0/s, objs=5.0/s, last_udp=0.05s, meas=1, tracks=1, valid=1, master=7
